,alpha,spectral_norm,D,longname,norm,alphahat
0,2.739574670791626,0.3036842346191406,0.17831578850746155,layers.0.dec_attn.qkv_net,12.298640251159668,-1.4179429032217785
1,3.474475860595703,0.9128717184066772,0.1639288067817688,layers.0.dec_attn.o_net,105.054443359375,-0.13755535942913522
2,4.0208210945129395,0.20210354030132294,0.20469820499420166,layers.0.dec_attn.r_net,4.121630668640137,-2.7921630260839563
3,4.552333831787109,1.511009693145752,0.14198362827301025,layers.0.pos_ff.CoreNet.0,214.31593322753906,0.8160843687106821
4,4.487918853759766,1.528567910194397,0.15601670742034912,layers.0.pos_ff.CoreNet.3,215.0594482421875,0.8270549502917653
5,2.8274264335632324,0.27262958884239197,0.15332430601119995,layers.1.dec_attn.qkv_net,12.364802360534668,-1.5958758518515666
6,3.485856771469116,0.9116685390472412,0.15226507186889648,layers.1.dec_attn.o_net,105.06319427490234,-0.14000257739919023
7,4.089804649353027,0.19402576982975006,0.20558470487594604,layers.1.dec_attn.r_net,4.133182525634766,-2.9125158745126
8,4.530156135559082,1.5354281663894653,0.1511344313621521,layers.1.pos_ff.CoreNet.0,215.68685913085938,0.8436487264617881
9,4.552437782287598,1.5117119550704956,0.15201669931411743,layers.1.pos_ff.CoreNet.3,214.2745361328125,0.8170216731352318
10,2.8296895027160645,0.28506743907928467,0.1795133352279663,layers.2.dec_attn.qkv_net,12.460758209228516,-1.5423290144220245
11,3.425165891647339,0.9348360300064087,0.1623849868774414,layers.2.dec_attn.o_net,105.0474853515625,-0.10023596447608138
12,4.434589385986328,0.18769317865371704,0.16947650909423828,layers.2.dec_attn.r_net,4.114058494567871,-3.2219576176626643
13,4.591649532318115,1.5005903244018555,0.1469801664352417,layers.2.pos_ff.CoreNet.0,214.7384490966797,0.80933398120302
14,4.553091049194336,1.5265440940856934,0.14994043111801147,layers.2.pos_ff.CoreNet.3,214.43710327148438,0.8364454124913627
15,8.548755645751953,5.3679518699646,0.15097415447235107,crit.out_layers.0,1023.69140625,6.238955502538999
