,alpha,spectral_norm,D,longname,norm,alphahat
0,2.7348504066467285,0.28558647632598877,0.17228665947914124,layers.0.dec_attn.qkv_net,12.445148468017578,-1.4884761420603836
1,3.5053157806396484,0.9059807658195496,0.1528555154800415,layers.0.dec_attn.o_net,104.85924530029297,-0.1503115244990543
2,4.5081071853637695,0.19464418292045593,0.1502155363559723,layers.0.dec_attn.r_net,4.151333808898926,-3.2041758207616633
3,4.590989589691162,1.5341867208480835,0.14585405588150024,layers.0.pos_ff.CoreNet.0,214.86032104492188,0.8533649701730873
4,4.5248212814331055,1.5409061908721924,0.15544968843460083,layers.0.pos_ff.CoreNet.3,214.61834716796875,0.8496537460194429
5,2.818510055541992,0.2750336825847626,0.1719551682472229,layers.1.dec_attn.qkv_net,12.272089958190918,-1.5800965235501958
6,3.439450979232788,0.916603147983551,0.15605264902114868,layers.1.dec_attn.o_net,104.44762420654297,-0.13007541185404234
7,4.6612548828125,0.18366675078868866,0.19103386998176575,layers.1.dec_attn.r_net,4.0805768966674805,-3.430541224830925
8,4.495353698730469,1.528293490409851,0.15821409225463867,layers.1.pos_ff.CoreNet.0,215.28631591796875,0.8280745546783412
9,4.5824480056762695,1.5222511291503906,0.14728498458862305,layers.1.pos_ff.CoreNet.3,214.32005310058594,0.8362340038170233
10,2.728921413421631,0.27771687507629395,0.1765868067741394,layers.2.dec_attn.qkv_net,12.281744956970215,-1.5183656801938534
11,3.4444332122802734,0.9024289846420288,0.158089280128479,layers.2.dec_attn.o_net,104.932373046875,-0.15357682053404306
12,4.091727256774902,0.19056805968284607,0.20429667830467224,layers.2.dec_attn.r_net,4.093517780303955,-2.9458385797667277
13,4.5232014656066895,1.5052660703659058,0.15364336967468262,layers.2.pos_ff.CoreNet.0,214.94790649414062,0.8033806143644998
14,4.594672203063965,1.5104297399520874,0.14570218324661255,layers.2.pos_ff.CoreNet.3,214.18373107910156,0.8229082183771463
15,8.654447555541992,5.340219020843506,0.14742791652679443,crit.out_layers.0,1025.3880615234375,6.296621808918917
