,alpha,spectral_norm,D,longname,norm,alphahat
0,2.8516368865966797,0.2845271825790405,0.17361503839492798,layers.0.dec_attn.qkv_net,12.179327011108398,-1.5566408116463104
1,3.4853923320770264,0.8967931270599365,0.16038882732391357,layers.0.dec_attn.o_net,104.53428649902344,-0.16488599518416114
2,4.299803733825684,0.19519300758838654,0.18175935745239258,layers.0.dec_attn.r_net,4.094852447509766,-3.0508644419777218
3,4.53564453125,1.5081140995025635,0.1443558931350708,layers.0.pos_ff.linear1,214.55239868164062,0.8093141044487074
4,4.585784912109375,1.5175734758377075,0.14725810289382935,layers.0.pos_ff.linear2,215.4478759765625,0.8307136864879487
5,2.772815704345703,0.2809593081474304,0.17858973145484924,layers.1.dec_attn.qkv_net,12.065431594848633,-1.5288101704304544
6,3.513411283493042,0.8988544344902039,0.16025954484939575,layers.1.dec_attn.o_net,105.30625915527344,-0.1627083063165263
7,4.501443862915039,0.1917944699525833,0.153051495552063,layers.1.dec_attn.r_net,4.102189540863037,-3.228273122257851
8,4.606246471405029,1.5072932243347168,0.14697414636611938,layers.1.pos_ff.linear1,214.83966064453125,0.8208227428180205
9,4.54149055480957,1.5080833435058594,0.15475451946258545,layers.1.pos_ff.linear2,214.88804626464844,0.810317011218197
10,2.814419746398926,0.28505992889404297,0.1904560923576355,layers.2.dec_attn.qkv_net,12.309249877929688,-1.534038399243932
11,3.488247871398926,0.9153018593788147,0.16197574138641357,layers.2.dec_attn.o_net,104.65512084960938,-0.13407309311672838
12,3.9700546264648438,0.19034576416015625,0.18529236316680908,layers.2.dec_attn.r_net,4.065357685089111,-2.860252785587342
13,4.49251127243042,1.5214881896972656,0.15241801738739014,layers.2.pos_ff.linear1,215.7591552734375,0.8188436752720557
14,4.591339588165283,1.5098986625671387,0.14625680446624756,layers.2.pos_ff.linear2,215.3580322265625,0.8216101203252036
15,8.615802764892578,5.3699493408203125,0.14921534061431885,crit.out_layers.0,1023.4124145507812,6.289279169740275
