,alpha,spectral_norm,D,longname,norm,alphahat
0,2.777374744415283,0.27894264459609985,0.17939022183418274,layers.0.dec_attn.qkv_net,12.217239379882812,-1.5400128738996959
1,3.4737589359283447,0.9012734293937683,0.15862417221069336,layers.0.dec_attn.o_net,104.64959716796875,-0.1568174012101451
2,4.2512030601501465,0.19030451774597168,0.18620440363883972,layers.0.dec_attn.r_net,4.137679100036621,-3.0632081980019272
3,4.525747776031494,1.5059312582015991,0.1473127007484436,layers.0.pos_ff.linear1,214.55613708496094,0.8047012527526592
4,4.571446418762207,1.5216525793075562,0.1537432074546814,layers.0.pos_ff.linear2,215.44744873046875,0.8334455692725424
5,2.7724609375,0.26582273840904236,0.1658935546875,layers.1.dec_attn.qkv_net,12.255086898803711,-1.595295849263157
6,3.4829459190368652,0.8932589888572693,0.1563100814819336,layers.1.dec_attn.o_net,104.60844421386719,-0.17074308133575247
7,4.313874244689941,0.1941177099943161,0.1641242504119873,layers.1.dec_attn.r_net,4.022956848144531,-3.071197373177766
8,4.574309349060059,1.513283371925354,0.1519353985786438,layers.1.pos_ff.linear1,214.5565643310547,0.8230109275827326
9,4.517129421234131,1.512921690940857,0.14891082048416138,layers.1.pos_ff.linear2,215.27410888671875,0.8122541742587793
10,2.750514030456543,0.2888307273387909,0.1743660569190979,layers.2.dec_attn.qkv_net,12.415261268615723,-1.4835079125058348
11,3.4837234020233154,0.9040082693099976,0.16257458925247192,layers.2.dec_attn.o_net,104.919189453125,-0.1526832247953782
12,4.508609771728516,0.19037951529026031,0.1738523244857788,layers.2.dec_attn.r_net,4.1779375076293945,-3.24791133005466
13,4.573418140411377,1.5628281831741333,0.1461557149887085,layers.2.pos_ff.linear1,215.07553100585938,0.8868371572562224
14,4.535060882568359,1.519177794456482,0.151389479637146,layers.2.pos_ff.linear2,215.41122436523438,0.8236060749063963
15,8.605907440185547,5.343029499053955,0.15403467416763306,crit.out_layers.0,1024.2825927734375,6.26327248027302
